path,az_sentence,sentence
common_voice_az_30416719.mp3,Bundan sonra isə körpü bərpa edilməmişdir.,بۇندان سوْنرا ایسه کؤرپو برپا ائدیلمه‌میشدیر.
common_voice_az_30416720.mp3,Dinozavrlar arasında ən uzun boyuna malik imiş.,دینوزاورلار آراسیندا ان اۇزون بوْیونا مالیک ایمیش.
common_voice_az_30416721.mp3,Qurultayda Azərbaycanın bütün bölgələrini və tədris müəssisələrini təmsil edən nümayəndələr iştirak edirdilər.,قۇرولتایدا آذربایجانین بۆتون بؤلگه‌لرینی و تدریس مۆسسیسه‌لرینی تمثیل ائدن نۆماینده‌لر ایشتیراک ائدیردیلر.
common_voice_az_29987070.mp3,Əli Amir uşaq yaşlarında ailəsi ilə birlikdə İsrailə köç edib.,علی آمیر اۇشاق یاشلاریندا عائله‌سی ایله بیرلیکده ایسرائیله کؤچ ائدیب.
common_voice_az_29987078.mp3,Kanalda İngilis və İspan dillərdə proqramlar nümayiş olunur.,کانالدا اینگیلیس و ایسپان دیللرده پروقراملار نۆماییش اوْلونور.
common_voice_az_29987089.mp3,Təhsilini davam etdirmək istəsə də mümkün olmayıb.,تحصیلینی داوام ائتدیرمک ایسته‌سه ده مۆمکون اوْلماییب.
common_voice_az_29987092.mp3,Cənubi Koreyada.,جنوبی کوْرئیادا.
common_voice_az_29987093.mp3,Müxtəlif illərdə fərqli sahələrdə iş fəaliyyətinə başlayır.,مۆختلیف ایللرده فرقلی ساحه‌لرده ایش فعّالیّتینه باشلاییر.
common_voice_az_30574004.mp3,"İngiltərədə nəşr edilmiş bu ""Divan""da məhəbbət lirikası üstünlük təşkil edirdi.","اینگیلتره‌ده نشر ائدیلمیش بو ""دیوان""دا محبّت لیریکاسی اۆستونلوک تشکیل ائدیردی."
common_voice_az_30574005.mp3,Gürcüstan hökumət qüvvələri tez bir zamanda Abxaziyanın böyük bir hissəsinə nəzarəti bərpa etdi.,گۆرجوستان حؤکومت قۆّه‌لری تئز بیر زاماندا آبخازی‌یانین بؤیوک بیر حیصّه‌سینه نظارتی برپا ائتدی.
common_voice_az_30574006.mp3,"Bundan başqa Xızır Nəbi ""Aşıq Qərib"" dastanının Azərbaycan versiyasının qəhrəmanıdır.","بۇندان باشقا خیضیر نبی ""آشیق غریب"" داستانی‌نین آذربایجان وئرسی‌یاسی‌نین قهرمانیدیر."
common_voice_az_30574007.mp3,Hindistanla Rusiya arasındakı strateji tərəfdaşlıq beş sahəni əhatə edir.,هیندیستانلا رۇسیا آراسینداکی ایستراتئژی طرفداشلیق بئش ساحه‌نی احاطه ائدیر.
common_voice_az_30574008.mp3,Qəsəbə adını oradakı eyniadlı çayın adından almışdır.,قصبه آدینی اوْراداکی ائینیادلی چایین آدیندان آلمیشدیر.
common_voice_az_40474196.mp3,Qurdlar camaatının bir tirəsinin adı idi.,قۇردلار جاماعاتی‌نین بیر تیره‌سی‌نین آدی ایدی.
common_voice_az_40474200.mp3,Vətən müharibəsi başlayır.,وطن مۆحاریبه‌سی باشلاییر.
common_voice_az_40474230.mp3,Hərbi xidmətini başa vurduqdan sonra Abbasov Mingəçevir şəhərində elektrik quraşdırma idarəsində çalışıb.,حربی خیدمتینی باشا وۇردوقدان سوْنرا آبباسوو مینگچئویر شهرینده الکتریک قۇراشدیرما ایداره‌سینده چالیشیب.
common_voice_az_40474245.mp3,Elşən Salayev Vətən Müharibəsində qəhrəmancasına şəhid olmuşdur.,ائلشن سالایئو وطن مۆحاریبه‌سینده قهرمانجاسینا شهید اوْلموشدور.
common_voice_az_40474264.mp3,Mahmud ailənin yeganə oğul övladı olmuşdur.,محمود عائله‌نین یئگانه اوْغول اؤولادی اوْلموشدور.
common_voice_az_40474266.mp3,Bunlara ilk növbədə təbii şəraitdə baş verən proseslər üzərində fasiləsiz müşahidələrin aparılması aiddir.,بۇنلارا ایلک نؤوبه‌ده طبیعی شرایطده باش وئرن پروسسلر اۆزرینده فاصیله‌سیز مۆشاهیده‌لرین آپاریلماسی عایددیر.
common_voice_az_36559374.mp3,Siyasi mövzularda bir neçə kitabın müəllifidir.,سیاسی مؤضوعلاردا بیر نئچه کیتابین مۆلّیفیدیر.
common_voice_az_36559405.mp3,Göl Balıqçılıq üçün əlverişlidir.,گؤل بالیقچیلیق اۆچون الوئریشلیدیر.
common_voice_az_36559407.mp3,Şuşada doktor Mirzə Hüseyn bəy kimi tanınırdı.,شۇشادا دوْکتور میرزه حسین بگ کیمی تانینیردی.
common_voice_az_36559408.mp3,Bir müddət kikboksinq və futbol ilə məşğul oldu.,بیر مۆدّت کیکبوکسینق و فۇتبول ایله مشغول اوْلدو.
common_voice_az_36559441.mp3,Bütün işlər barışıq hakimi tərəfindən təkbaşına həll edilirdi.,بۆتون ایشلر باریشیق حاکیمی طرفیندن تکباشینا حلّ ائدیلیردی.
common_voice_az_36559442.mp3,Komanda yoldaşları bunun Oliverin mübarizə aparmaq üsulu olduğunu düşünürlər.,کوْماندا یوْلداشلاری بۇنون اوْلیوئرین مۆباریزه آپارماق اۆصولو اوْلدوغونو دۆشونورلر.
common_voice_az_40667936.mp3,Həmçinin nəqliyyat daşımaları da onun əlindədir.,همچی‌نین نقلیات داشیمالاری دا اوْنون الینده‌دیر.
common_voice_az_40668229.mp3,Abidə tunc dövrünə aid edilir.,عابیده تۇنج دؤورونه عاید ائدیلیر.
common_voice_az_40668441.mp3,Əslən Xızı rayonundan idi.,اصلاً خؽزی رایونوندان ایدی.
common_voice_az_40679510.mp3,Açıq dərsi təcrübəli müəllim aparır.,آچیق درسی تجروبه‌لی مۆعلّیم آپاریر.
common_voice_az_40679573.mp3,Hücumçu mövqeyində oynayır.,هۆجومچو مؤقعیینده اوْیناییر.
common_voice_az_40679575.mp3,Dörd kitabın birinə də yiyə durmadın.,دؤرد کیتابین بیرینه ده ییه دۇرمادین.
common_voice_az_40699336.mp3,Onların üstün mədəniyyət və texnologiyaya sahib olmasının tanrılar kimi görünməsinə səbəb olduğu qeyd olunur.,اوْنلارین اۆستون مدنیت و تئخنولوگی‌یایا صاحیب اوْلماسی‌نین تانریلار کیمی گؤرونمه‌سینه سبب اوْلدوغو قئید اوْلونور.
common_voice_az_37772750.mp3,İmişli şəhərində dəfn olunub.,ایمیشلی شهرینده دفن اوْلونوب.
common_voice_az_37772752.mp3,Həmin dövrdən indiyədək Heydər Əliyev adına Saraya ləyaqətlə rəhbərlik edir.,همین دؤوردن ایندیدک حئیدر علی‌یئو آدینا سارایا لیاقتله رهبرلیک ائدیر.
common_voice_az_37772755.mp3,Hər iki xəstəliyi aradan qaldıra bildi.,هر ایکی خسته‌لیگی آرادان قالدیرا بیلدی.
common_voice_az_37772757.mp3,Şəhər alim və ixtiraçı Nikola Teslanın doğulduğu yerdir.,شهر عالیم و ایختیراعچی نیکولا تئسلانین دوْغولدوغو یئردیر.
common_voice_az_37772798.mp3,Hazırda xarabalıqları qalır.,حاضیردا خارابالیقلاری قالیر.
common_voice_az_37772799.mp3,Daun sindromu ilə doğulan uşaqlarla erkən məşğul olmaq lazımdır.,داون سیندرومو ایله دوْغولان اۇشاقلارلا ائرکن مشغول اوْلماق لازیمدیر.
common_voice_az_37772800.mp3,Salyan rayonunun Sarvan inzibati ərazi vahidində kənd.,سالیان رایونونون ساروان اینضیباطی اراضی واحدینده کند.
common_voice_az_37772801.mp3,Şaxtalı aylarda sahil ərazilər donur.,شاختالی آیلاردا ساحیل اراضیلر دوْنور.
common_voice_az_26658771.mp3,Təlim mərkəzlərindən birinə edilən sirli hücumun ardından iki ən yaxşı döyüşçü tədqiqata başlayır.,تعلیم مرکزلریندن بیرینه ائدیلن سیرلی هۆجومون آردیندان ایکی ان یاخشی دؤیوشچو تدقیقاتا باشلاییر.
common_voice_az_26658772.mp3,Orta təhsilini Ağdam rayonunda alıb.,اوْرتا تحصیلینی آغدام رایونوندا آلیب.
common_voice_az_26658773.mp3,Estetik mənada konkret təbiət gözəllikləri ümumən yenə gözəl bir qadınla birlikdə təqdim edilir.,ائستئتیک معنادا کوْنکرئت طبیعت گؤزللیکلری عۆموماً یئنه گؤزل بیر قادینلا بیرلیکده تقدیم ائدیلیر.
common_voice_az_26658774.mp3,Strabon özünün məşhur Tarix əsərində də Abxaziya ərazisi və orada yaşayan xalqlar barədə yazmışdı.,ایسترابون اؤزونون مشهور تاریخ اثرینده ده آبخازی‌یا اراضی‌سی و اوْرادا یاشایان خالقلار باره‌ده یازمیشدی.
common_voice_az_26658775.mp3,Sovet mədəniyyət və incəsənət nümayəndə heyətinin tərkibində Amerika və Afrika ölkələrində olmuşdur.,سوْوئت مدنیت و اینجه‌صنعت نۆماینده هئیأتی‌نین ترکیبینده آمئریکا و آفریکا اؤلکه‌لرینده اوْلموشدور.
common_voice_az_26658842.mp3,Diplomunu aldığı zaman casusluq vəzifəsinin hissəsi olan bir əmr altında Moskvanı tərk etdi.,دیپلومونو آلدیغی زامان جاسوسلوق وظیفه‌سی‌نین حیصّه‌سی اوْلان بیر امر آلتیندا موْسکوانی ترک ائتدی.
common_voice_az_26658844.mp3,Alimin rəhbərliyi ilə onlarla elmlər namizədi hazırlanmışdır.,عالیمین رهبرلیگی ایله اوْنلارلا علملر نامیزدی حاضیرلانمیشدیر.
common_voice_az_26658847.mp3,Körpünün yerləşdiyi Qarabağ məhəlləsi Zəngəzur mahalından qaçıb bura gələnlərin adı ilə adlanıb.,کؤرپونون یئرلشدیگی قاراباغ محلّه‌سی زنگزور ماحالیندان قاچیب بۇرا گلنلرین آدی ایله آدلانیب.
common_voice_az_26658848.mp3,Çimərlik ərazidə Kanadanın ən uzun hovuzu yerləşir.,چیمرلیک اراضیده کانادانین ان اۇزون حووضو یئرلشیر.
common_voice_az_26658850.mp3,Çünki o yoxdur.,چۆنکی اوْ یوْخدور.
common_voice_az_26658898.mp3,Bəzi televiziya sənədli filmlərinin məsləhətçisi idi.,بعضی تئلئویزی‌یا سندلی فیلملری‌نین مصلحتچی‌سی ایدی.
common_voice_az_26658900.mp3,Göldə mülayim iqlim şəraiti hökm sürür.,گؤلده مۆلاییم ایقلیم شرایطی حؤکم سۆرور.
common_voice_az_26658901.mp3,Goranboy rayonu Fəxralı kənd tam orta məktəbi şəhid Teymur Sadıqovun adını daşıyır.,گوْرانبوی رایونو فخرالی کند تام اوْرتا مکتبی شهید تئیمور سادیقووون آدینی داشی‌ییر.
common_voice_az_26658902.mp3,Rəhbərlik öz siyasətində və iqtisadiyyatında dəyişikliklər tələb etdi.,رهبرلیک اؤز سیاستینده و اقتصادیاتیندا دییشیکلیکلر طلب ائتدی.
common_voice_az_26658903.mp3,Sadalanan üsullardan savayı ermənilər Vaşinqtonda təsir qrupları da yaratmağa nail olurlar.,سادالانان اۆصوللاردان ساوایی ارمنیلر واشینقتوندا تأثیر قروپلاری دا یاراتماغا نایل اوْلورلار.
common_voice_az_28316581.mp3,Üzv təşkilat və quruluş dövlət isə digər dövlətlərlə hər cür diplomatik münasibətlərdə ola bilirlər.,عۆضو تشکیلات و قۇرولوش دؤولت ایسه دیگر دؤولتلرله هر جۆر دیپلوماتیک مۆناسیبتلرده اوْلا بیلیرلر.
common_voice_az_28316582.mp3,Filmin rejissoru və həmmüəllifi İlham Qasımov.,فیلمین رئژیسسورو و همموللیفی ایلهام قاسیموو.
common_voice_az_28316583.mp3,Eyni zamanda Polşanın cari texniki ədəbiyyatını və xarici ədəbiyyatın böyük seçimini təklif edir.,عینی زاماندا پوْلشانین جاری تکنیکی ادبیاتینی و خاریجی ادبیاتین بؤیوک سئچیمینی تکلیف ائدیر.
common_voice_az_28316584.mp3,Faydalı qazıntıları neft və qum yataqları ilə təmsil olunur.,فایدالی قازینتیلاری نئفت و قۇم یاتاقلاری ایله تمثیل اوْلونور.
common_voice_az_28316585.mp3,Birinci mövsüm Legendariumun ikinci dövründə baş verən hadisələr haqqında bəhs edəcək.,بیرینجی مؤوسوم لئگئنداریومون ایکینجی دؤورونده باش وئرن حادثیه‌لر حاقیندا بحث ائده‌جک.
common_voice_az_28316591.mp3,Yeni Cənubi Uels Universitetində müxtəlif təqaüdlər mövcuddur.,یئنی جنوبی اۇئلس اۇنیوئرسیتئتینده مۆختلیف تقاعودلر مؤوجوددور.
common_voice_az_28316592.mp3,Ədəbiyyat üzrə Prezident təqaüdçüsüdür.,ادبیات اۆزره پرئزیدئنت تقاعودچوسودور.
common_voice_az_28316593.mp3,Rus qoşunlarının İrəvan xanlığını işğal etməsində ermənilər xüsusi fəallıq göstərmişdilər.,رۇس قوْشونلاری‌نین ایروان خانلیغینی ایشغال ائتمه‌سینده ارمنیلر خۆصوصی فعّاللیق گؤسترمیشدیلر.
common_voice_az_28316594.mp3,Meşə florası yalnız dərman bitkiləri yığmaq üçün istifadə olunurdu.,مئشه فلوراسی یالنیز درمان بیتکیلری یؽغماق اۆچون ایستیفاده اوْلونوردو.
common_voice_az_28316595.mp3,Yay qısa və sərin olur.,یای قؽسا و سرین اوْلور.
common_voice_az_28316596.mp3,Üzərində balıq yetişdirən zavod vardır.,اۆزرینده بالیق یئتیشدیرن زاوود واردیر.
common_voice_az_28316597.mp3,Böyük Pyotr da ona Asiyadan da bir qədər adam göndərmişdi.,بؤیوک پیوتر دا اوْنا عاصی‌یادان دا بیر قدر آدام گؤندرمیشدی.
common_voice_az_28316598.mp3,Elə həmin vaxt Həmid Dönməz Azərbaycan Yazıçılar Birliyinin fəxri üzvü seçildi.,ائله همین واخت حمید دؤنمز آذربایجان یازیچیلار بیرلیگینین فخری عۆضوو سئچیلدی.
common_voice_az_28316599.mp3,Braziliyada doğulmuşdur.,برازیلی‌یادا دوْغولموشدور.
common_voice_az_28316600.mp3,Mağara deməkdir.,ماغارا دئمکدیر.
common_voice_az_28316611.mp3,Avstraliyanın ən yaxşı universitetlərindən sayılır və dünyanın iyirmi ən yaxşı universitetləri siyahısına daxildir.,آوسترالی‌یانین ان یاخشی اۇنیوئرسیتئتلریندن ساییلیر و دۆنیانین ایگیرمی ان یاخشی اۇنیوئرسیتئتلری سیاهی‌سینا داخیلدیر.
common_voice_az_28316612.mp3,Mərkəzi Rusiyanın Moskva şəhərində yerləşir.,مرکزی رۇسیانین موْسکوا شهرینده یئرلشیر.
common_voice_az_28316613.mp3,Eyni yerdə qızıl üçün sizə hər şeyi inkişaf edə bilər.,عینی یئرده قؽزیل اۆچون سیزه هر شئیی اینکیشاف ائده بیلر.
common_voice_az_28316614.mp3,Orta məktəbi bu ölkədə bitirib.,اوْرتا مکتبی بو اؤلکه‌ده بیتیریب.
common_voice_az_27646512.mp3,Rəsulzadənin həyat və fəaliyyətinə həsr edilib.,رسولزاده‌نین حیات و فعّالیّتینه حصر ائدیلیب.
common_voice_az_27646513.mp3,Şəhidlər xiyabanında dəfn olunmuşdur.,شهیدلر خیابانیندا دفن اوْلونموشدور.
common_voice_az_27646597.mp3,Həmçinin Çin və Yaponiyada da məhdud şəkildə mövcuddur.,همچی‌نین چین و یاپونی‌یادا دا محدود شکیلده مؤوجوددور.
common_voice_az_27646598.mp3,Yağıntı bir necə ildən bir düşür.,یاغینتی بیر نئجه ایلدن بیر دۆشور.
common_voice_az_27646599.mp3,Adalar Filippin dənizinin şimal sərhədlərini təşkil edir.,آدالار فیلیپپین دنیزی‌نین شیمال سرحدلرینی تشکیل ائدیر.
common_voice_az_27646600.mp3,Çox sayda günahsız insan qətlə yetirilmişdir.,چوخ سایدا گۆناهسیز اینسان قتله یئتیریلمیشدیر.
common_voice_az_27646606.mp3,Ali təhsilini Leninqradda almışdır.,عالی تحصیلینی لئنینقراددا آلمیشدیر.
common_voice_az_27646607.mp3,Bacısı Yusifi çağırır.,باجی‌سی یۇسیفی چاغیریر.
common_voice_az_27646609.mp3,Şimalında elə də böyük olmayan göl vardır.,شیمالیندا ائله ده بؤیوک اوْلمایان گؤل واردیر.
common_voice_az_27646613.mp3,Bir neçə film və serialda rol alıb.,بیر نئچه فیلم و سئریالدا روْل آلیب.
common_voice_az_27646615.mp3,Məscidin cənub hissəsində türbə yerləşir.,مسجیدین جنوب حیصّه‌سینده تۆربه یئرلشیر.
common_voice_az_27646621.mp3,Elxan onu Şama hakim təyin etmişdi.,ائلخان اوْنو شاما حاکیم تعیین ائتمیشدی.
common_voice_az_27646622.mp3,Onların çox gözəl tükü var idi.,اوْنلارین چوخ گؤزل تۆکو وار ایدی.
common_voice_az_27646623.mp3,Radar sistemi axtarış və idarəedici hissədən ibarətdir.,رادار سیستمی آختاریش و ایدارئدیجی حیصّه‌دن عیبارتدیر.
common_voice_az_27646624.mp3,Dörd yaşında piano ifa etməyə başlayır.,دؤرد یاشیندا پیانو ایفا ائتمه‌یه باشلاییر.
common_voice_az_27646625.mp3,İki girişi var.,ایکی گیریشی وار.
common_voice_az_27646632.mp3,Ərazidə yağıntı azdır.,اراضیده یاغینتی آزدیر.
common_voice_az_27646634.mp3,Bir neçə yerdən çıxır.,بیر نئچه یئردن چؽخیر.
common_voice_az_27646635.mp3,Qurultay müvafiq qətnamə qəbul etmişdir.,قۇرولتای مۆوافیق قطعنامه‎ قبول ائتمیشدیر.
common_voice_az_27646636.mp3,Üç övladı vardır.,اۆچ اؤولادی واردیر.
common_voice_az_30644804.mp3,Eşq şeirlərindən əlavə din və təsəvvüf ilə bağlı şeirləri də vardır.,عشق شعرلریندن علاوه دین و تصوّوف ایله باغلی شعرلری ده واردیر.
common_voice_az_34229675.mp3,Orta məktəbi bitirdikdən sonra Ukraynanın Lvov şəhərində hərbi xidmətdə olmuşdur.,اوْرتا مکتبی بیتیردیکدن سوْنرا اۇکراینانین لووو شهرینده حربی خیدمتده اوْلموشدور.
common_voice_az_37445600.mp3,Papanın xahişini qəbul edən Attila geri döndü.,پاپانین خواهیشینی قبول ائدن آتتیلا گئری دؤندو.
common_voice_az_32296128.mp3,Lənkəran şəhərində dəfn olunub.,لنکران شهرینده دفن اوْلونوب.
common_voice_az_28841680.mp3,Qədim alban tarixinin izləri bu ərazidə bir çox yerlərdə var.,قدیم آلبان تاریخی‌نین ایزلری بو اراضیده بیر چوخ یئرلرده وار.
common_voice_az_28841731.mp3,Kəndin yerində müasir qəsəbənin inşası planlaşdırılırdı.,کندین یئرینده مۆعاصیر قصبه‌نین اینشاسی پلانلاشدیریلیردی.
common_voice_az_40474178.mp3,Dəmirçilər Tərtər rayonunun eyniadlı inzibati ərazi vahidində kənd.,دمیرچیلر ترتر رایونونون ائینیادلی اینضیباطی اراضی واحدینده کند.
common_voice_az_40474179.mp3,Mağaraların girəcəyində aşkar edilmiş mədəni təbəqə qalıqları onların qədim insan məskənləri olduğunu göstərir.,ماغارالارین گیره‌جه‌یینده آشکار ائدیلمیش مدنی طبقه قالیقلاری اوْنلارین قدیم اینسان مسکنلری اوْلدوغونو گؤستریر.
common_voice_az_40735347.mp3,Londona hər il dünyanın müxtəlif ərazilərindən turistlər gəlməkdədir.,لوْندونا هر ایل دۆنیانین مۆختلیف اراضیلریندن تۇریستلر گلمکده‌دیر.
common_voice_az_40737697.mp3,"Yəhudilər onu Allahın kainatı yaratmağa başladığı nöqtə kimi qəbul edir və ""Qurtuluş qayası"" deyirlər.","یهودیلر اوْنو الله‌ین کایناتی یاراتماغا باشلادیغی نۆقطه کیمی قبول ائدیر و ""قۇرتولوش قایاسی"" دئییرلر."
common_voice_az_30651706.mp3,Jurnalistlər hekayələrinin əyləncəli hala gəlməsinə səbəb olan müəyyən bir məsələdə faktlar ata bilərlər.,ژۇرنالیستلر حکایه‌لری‌نین ایلنجه‌لی حالا گلمه‌سینه سبب اوْلان مۆعیّن بیر مسئله‌ده فاکتلار آتا بیلرلر.
common_voice_az_30651707.mp3,Onu Ran Min adlı qardaşlığı öldürmüşdü.,اوْنو ران مین آدلی قارداشلیغی اؤلدورموشدو.
common_voice_az_26658645.mp3,Yarada iki əsas dəyişiklik baş verir.,یارادا ایکی اساس دییشیکلیک باش وئریر.
common_voice_az_26658646.mp3,Komsomol gölü yaxınlığında yerləşən mərkəzdən kifayət qədər aralıda yerləşir.,کوْمسومول گؤلو یاخینلیغیندا یئرلشن مرکزدن کیفایت قدر آرالیدا یئرلشیر.
common_voice_az_36638179.mp3,Film iki seriyadan ibarətdir.,فیلم ایکی سئری‌یادان عیبارتدیر.
common_voice_az_36638181.mp3,Bunun səbəbləri müxtəlifdir.,بۇنون سببلری مۆختلیفدیر.
common_voice_az_38555101.mp3,Bəyazid taxta keçdikdən sonra İshaq Paşanı yenidən sədrəzəm seçdi.,بیازید تاختا کئچدیکدن سوْنرا ایسهاق پاشانی یئنیدن صدراعظم سئچدی.
common_voice_az_38555102.mp3,Salar təxəllüsü ilə ruh aləminə uyğun şeirlər yazırdı.,سالار تخلّوصو ایله روح عالمینه اۇیغون شعرلر یازیردی.
common_voice_az_38555103.mp3,Cavabında kazaklar narazı şəxsləri quyuya ataraq öldürdülər.,جاوابیندا کازاکلار ناراضی شخصلری قۇیویا آتاراق اؤلدوردولر.
common_voice_az_38555104.mp3,Netflix nədir?,نئتفلیخ نه‌دیر؟
common_voice_az_38206777.mp3,Müsabiqədən sonra onu artıq hamı tanımağa başlayır.,مۆسابیقه‌دن سوْنرا اوْنو آرتیق هامی تانیماغا باشلاییر.
common_voice_az_38206778.mp3,İnsanlar və heyvanların bitkilərlə zəhərlənməsi müxtəlif səbəblərdən baş verə bilər.,اینسانلار و حئیوانلارین بیتکیلرله زهرلنمه‌سی مۆختلیف سببلردن باش وئره بیلر.
common_voice_az_38206779.mp3,Həmin il Yaponiya Misirin müstəqilliyini tanımışdır.,همین ایل یاپونی‌یا میصیرین مۆستقیللیگینی تانیمیشدیر.
common_voice_az_38206780.mp3,Beş uşaq atası idi.,بئش اۇشاق آتاسی ایدی.
common_voice_az_27426027.mp3,Film Türkiyə yazıçısı Nazim Hikmətin eyniadlı əsərinin motivləri əsasında yaradılmışdır.,فیلم تۆرکیه یازیچی‌سی ناظیم حیکمتین ائینیادلی اثری‌نین موْتیولری اساسیندا یارادیلمیشدیر.
common_voice_az_27426028.mp3,Yuxarı axarlarda bataqlaşmış ərazidən axır və suyu dayaz olur.,یۇخاری آخارلاردا باتاقلاشمیش اراضیدن آخیر و سۇیو دایاز اوْلور.
common_voice_az_27426029.mp3,Ölkə ərazisindən axan Niger çayının adı ilə adlanır.,اؤلکه اراضی‌سیندن آخان نیگئر چایی‌نین آدی ایله آدلانیر.
common_voice_az_27426031.mp3,Elə orta məktəbi də həmin kənddə bitirib.,ائله اوْرتا مکتبی ده همین کندده بیتیریب.
common_voice_az_37653110.mp3,Kolbasa tam və ya doğranmış şəkildə servis edilir.,کوْلباسا تام و یا دوْغرانمیش شکیلده سئرویس ائدیلیر.
common_voice_az_37653112.mp3,Adada göl yoxdur.,آدادا گؤل یوْخدور.
common_voice_az_37653113.mp3,Bayraq mərasimi himnin sonu və cavabdeh müəllimin əmri ilə başa çatır.,بایراق مراسیمی هیمنین سوْنو و جاوابدئه مۆعلّیمین امری ایله باشا چاتیر.
common_voice_az_37653114.mp3,Orta əsrlərdə geniş yayılmış bu oyun klassik ədəbiyyatımızın nümunələrindən də bəllidir.,اوْرتا عصرلرده گئنیش یاییلمیش بو اوْیون کلاسیک ادبیاتیمیزین نۆمونه‌لریندن ده بللیدیر.
common_voice_az_40603073.mp3,Daha sonra həmin məktəbin direktoru olur.,داها سوْنرا همین مکتبین دیرئکتورو اوْلور.
common_voice_az_40603074.mp3,Atası qızına mükəmməl təhsil vermək arzusunda idi.,آتاسی قؽزینا مۆکممل تحصیل وئرمک آرزوسوندا ایدی.
common_voice_az_40603076.mp3,Turizm qoruq ətrafındakı bütün ərazilərin inkişafının əsas sahəsidir.,تۇریزم قوْروق اطرافینداکی بۆتون اراضیلرین اینکیشافی‌نین اساس ساحه‌سیدیر.
common_voice_az_40603077.mp3,Hər yeddi ildən bir keçirilir.,هر یئددی ایلدن بیر کئچیریلیر.
common_voice_az_30416717.mp3,Qrup artıq fəaliyyətini dayandırmışdır.,قروپ آرتیق فعّالیّتینی دایاندیرمیشدیر.
common_voice_az_30416718.mp3,İyunun əvvəlində çiçəkləyir.,ایۇنون اوّلینده چیچکله‌ییر.
common_voice_az_30416719.mp3,Bundan sonra isə körpü bərpa edilməmişdir.,بۇندان سوْنرا ایسه کؤرپو برپا ائدیلمه‌میشدیر.
common_voice_az_30416720.mp3,Dinozavrlar arasında ən uzun boyuna malik imiş.,دینوزاورلار آراسیندا ان اۇزون بوْیونا مالیک ایمیش.
common_voice_az_30416721.mp3,Qurultayda Azərbaycanın bütün bölgələrini və tədris müəssisələrini təmsil edən nümayəndələr iştirak edirdilər.,قۇرولتایدا آذربایجانین بۆتون بؤلگه‌لرینی و تدریس مۆسسیسه‌لرینی تمثیل ائدن نۆماینده‌لر ایشتیراک ائدیردیلر.
common_voice_az_29987070.mp3,Əli Amir uşaq yaşlarında ailəsi ilə birlikdə İsrailə köç edib.,علی آمیر اۇشاق یاشلاریندا عائله‌سی ایله بیرلیکده ایسرائیله کؤچ ائدیب.
common_voice_az_29987078.mp3,Kanalda İngilis və İspan dillərdə proqramlar nümayiş olunur.,کانالدا اینگیلیس و ایسپان دیللرده پروقراملار نۆماییش اوْلونور.
common_voice_az_29987089.mp3,Təhsilini davam etdirmək istəsə də mümkün olmayıb.,تحصیلینی داوام ائتدیرمک ایسته‌سه ده مۆمکون اوْلماییب.
common_voice_az_29987092.mp3,Cənubi Koreyada.,جنوبی کوْرئیادا.
common_voice_az_29987093.mp3,Müxtəlif illərdə fərqli sahələrdə iş fəaliyyətinə başlayır.,مۆختلیف ایللرده فرقلی ساحه‌لرده ایش فعّالیّتینه باشلاییر.
