path,az_sentence,sentence
common_voice_az_30574004.mp3,"İngiltərədə nəşr edilmiş bu ""Divan""da məhəbbət lirikası üstünlük təşkil edirdi.","اینگیلتره‌ده نشر ائدیلمیش بو ""دیوان""دا محبّت لیریکاسی اۆستونلوک تشکیل ائدیردی."
common_voice_az_30574005.mp3,Gürcüstan hökumət qüvvələri tez bir zamanda Abxaziyanın böyük bir hissəsinə nəzarəti bərpa etdi.,گۆرجوستان حؤکومت قۆّه‌لری تئز بیر زاماندا آبخازی‌یانین بؤیوک بیر حیصّه‌سینه نظارتی برپا ائتدی.
common_voice_az_30574006.mp3,"Bundan başqa Xızır Nəbi ""Aşıq Qərib"" dastanının Azərbaycan versiyasının qəhrəmanıdır.","بۇندان باشقا خیضیر نبی ""آشیق غریب"" داستانی‌نین آذربایجان وئرسی‌یاسی‌نین قهرمانیدیر."
common_voice_az_30574007.mp3,Hindistanla Rusiya arasındakı strateji tərəfdaşlıq beş sahəni əhatə edir.,هیندیستانلا رۇسیا آراسینداکی ایستراتئژی طرفداشلیق بئش ساحه‌نی احاطه ائدیر.
common_voice_az_30574008.mp3,Qəsəbə adını oradakı eyniadlı çayın adından almışdır.,قصبه آدینی اوْراداکی ائینیادلی چایین آدیندان آلمیشدیر.
common_voice_az_40474196.mp3,Qurdlar camaatının bir tirəsinin adı idi.,قۇردلار جاماعاتی‌نین بیر تیره‌سی‌نین آدی ایدی.
common_voice_az_40474200.mp3,Vətən müharibəsi başlayır.,وطن مۆحاریبه‌سی باشلاییر.
common_voice_az_40474230.mp3,Hərbi xidmətini başa vurduqdan sonra Abbasov Mingəçevir şəhərində elektrik quraşdırma idarəsində çalışıb.,حربی خیدمتینی باشا وۇردوقدان سوْنرا آبباسوو مینگچئویر شهرینده الکتریک قۇراشدیرما ایداره‌سینده چالیشیب.
common_voice_az_40474245.mp3,Elşən Salayev Vətən Müharibəsində qəhrəmancasına şəhid olmuşdur.,ائلشن سالایئو وطن مۆحاریبه‌سینده قهرمانجاسینا شهید اوْلموشدور.
common_voice_az_40474264.mp3,Mahmud ailənin yeganə oğul övladı olmuşdur.,محمود عائله‌نین یئگانه اوْغول اؤولادی اوْلموشدور.
common_voice_az_40474266.mp3,Bunlara ilk növbədə təbii şəraitdə baş verən proseslər üzərində fasiləsiz müşahidələrin aparılması aiddir.,بۇنلارا ایلک نؤوبه‌ده طبیعی شرایطده باش وئرن پروسسلر اۆزرینده فاصیله‌سیز مۆشاهیده‌لرین آپاریلماسی عایددیر.
common_voice_az_36559374.mp3,Siyasi mövzularda bir neçə kitabın müəllifidir.,سیاسی مؤضوعلاردا بیر نئچه کیتابین مۆلّیفیدیر.
common_voice_az_36559405.mp3,Göl Balıqçılıq üçün əlverişlidir.,گؤل بالیقچیلیق اۆچون الوئریشلیدیر.
common_voice_az_36559407.mp3,Şuşada doktor Mirzə Hüseyn bəy kimi tanınırdı.,شۇشادا دوْکتور میرزه حسین بگ کیمی تانینیردی.
common_voice_az_36559408.mp3,Bir müddət kikboksinq və futbol ilə məşğul oldu.,بیر مۆدّت کیکبوکسینق و فۇتبول ایله مشغول اوْلدو.
common_voice_az_36559441.mp3,Bütün işlər barışıq hakimi tərəfindən təkbaşına həll edilirdi.,بۆتون ایشلر باریشیق حاکیمی طرفیندن تکباشینا حلّ ائدیلیردی.
common_voice_az_36559442.mp3,Komanda yoldaşları bunun Oliverin mübarizə aparmaq üsulu olduğunu düşünürlər.,کوْماندا یوْلداشلاری بۇنون اوْلیوئرین مۆباریزه آپارماق اۆصولو اوْلدوغونو دۆشونورلر.
common_voice_az_40667936.mp3,Həmçinin nəqliyyat daşımaları da onun əlindədir.,همچی‌نین نقلیات داشیمالاری دا اوْنون الینده‌دیر.
common_voice_az_40668229.mp3,Abidə tunc dövrünə aid edilir.,عابیده تۇنج دؤورونه عاید ائدیلیر.
common_voice_az_40668441.mp3,Əslən Xızı rayonundan idi.,اصلاً خؽزی رایونوندان ایدی.
common_voice_az_40679510.mp3,Açıq dərsi təcrübəli müəllim aparır.,آچیق درسی تجروبه‌لی مۆعلّیم آپاریر.
common_voice_az_40679573.mp3,Hücumçu mövqeyində oynayır.,هۆجومچو مؤقعیینده اوْیناییر.
common_voice_az_40679575.mp3,Dörd kitabın birinə də yiyə durmadın.,دؤرد کیتابین بیرینه ده ییه دۇرمادین.
common_voice_az_40699336.mp3,Onların üstün mədəniyyət və texnologiyaya sahib olmasının tanrılar kimi görünməsinə səbəb olduğu qeyd olunur.,اوْنلارین اۆستون مدنیت و تئخنولوگی‌یایا صاحیب اوْلماسی‌نین تانریلار کیمی گؤرونمه‌سینه سبب اوْلدوغو قئید اوْلونور.
common_voice_az_37772750.mp3,İmişli şəhərində dəfn olunub.,ایمیشلی شهرینده دفن اوْلونوب.
common_voice_az_37772752.mp3,Həmin dövrdən indiyədək Heydər Əliyev adına Saraya ləyaqətlə rəhbərlik edir.,همین دؤوردن ایندیدک حئیدر علی‌یئو آدینا سارایا لیاقتله رهبرلیک ائدیر.
common_voice_az_37772755.mp3,Hər iki xəstəliyi aradan qaldıra bildi.,هر ایکی خسته‌لیگی آرادان قالدیرا بیلدی.
common_voice_az_37772757.mp3,Şəhər alim və ixtiraçı Nikola Teslanın doğulduğu yerdir.,شهر عالیم و ایختیراعچی نیکولا تئسلانین دوْغولدوغو یئردیر.
common_voice_az_37772798.mp3,Hazırda xarabalıqları qalır.,حاضیردا خارابالیقلاری قالیر.
common_voice_az_37772799.mp3,Daun sindromu ilə doğulan uşaqlarla erkən məşğul olmaq lazımdır.,داون سیندرومو ایله دوْغولان اۇشاقلارلا ائرکن مشغول اوْلماق لازیمدیر.
common_voice_az_37772800.mp3,Salyan rayonunun Sarvan inzibati ərazi vahidində kənd.,سالیان رایونونون ساروان اینضیباطی اراضی واحدینده کند.
common_voice_az_37772801.mp3,Şaxtalı aylarda sahil ərazilər donur.,شاختالی آیلاردا ساحیل اراضیلر دوْنور.
common_voice_az_26658771.mp3,Təlim mərkəzlərindən birinə edilən sirli hücumun ardından iki ən yaxşı döyüşçü tədqiqata başlayır.,تعلیم مرکزلریندن بیرینه ائدیلن سیرلی هۆجومون آردیندان ایکی ان یاخشی دؤیوشچو تدقیقاتا باشلاییر.
common_voice_az_26658772.mp3,Orta təhsilini Ağdam rayonunda alıb.,اوْرتا تحصیلینی آغدام رایونوندا آلیب.
common_voice_az_26658773.mp3,Estetik mənada konkret təbiət gözəllikləri ümumən yenə gözəl bir qadınla birlikdə təqdim edilir.,ائستئتیک معنادا کوْنکرئت طبیعت گؤزللیکلری عۆموماً یئنه گؤزل بیر قادینلا بیرلیکده تقدیم ائدیلیر.
common_voice_az_26658774.mp3,Strabon özünün məşhur Tarix əsərində də Abxaziya ərazisi və orada yaşayan xalqlar barədə yazmışdı.,ایسترابون اؤزونون مشهور تاریخ اثرینده ده آبخازی‌یا اراضی‌سی و اوْرادا یاشایان خالقلار باره‌ده یازمیشدی.
common_voice_az_26658775.mp3,Sovet mədəniyyət və incəsənət nümayəndə heyətinin tərkibində Amerika və Afrika ölkələrində olmuşdur.,سوْوئت مدنیت و اینجه‌صنعت نۆماینده هئیأتی‌نین ترکیبینده آمئریکا و آفریکا اؤلکه‌لرینده اوْلموشدور.
common_voice_az_26658842.mp3,Diplomunu aldığı zaman casusluq vəzifəsinin hissəsi olan bir əmr altında Moskvanı tərk etdi.,دیپلومونو آلدیغی زامان جاسوسلوق وظیفه‌سی‌نین حیصّه‌سی اوْلان بیر امر آلتیندا موْسکوانی ترک ائتدی.
common_voice_az_26658844.mp3,Alimin rəhbərliyi ilə onlarla elmlər namizədi hazırlanmışdır.,عالیمین رهبرلیگی ایله اوْنلارلا علملر نامیزدی حاضیرلانمیشدیر.
common_voice_az_26658847.mp3,Körpünün yerləşdiyi Qarabağ məhəlləsi Zəngəzur mahalından qaçıb bura gələnlərin adı ilə adlanıb.,کؤرپونون یئرلشدیگی قاراباغ محلّه‌سی زنگزور ماحالیندان قاچیب بۇرا گلنلرین آدی ایله آدلانیب.
common_voice_az_26658848.mp3,Çimərlik ərazidə Kanadanın ən uzun hovuzu yerləşir.,چیمرلیک اراضیده کانادانین ان اۇزون حووضو یئرلشیر.
common_voice_az_26658850.mp3,Çünki o yoxdur.,چۆنکی اوْ یوْخدور.
common_voice_az_26658898.mp3,Bəzi televiziya sənədli filmlərinin məsləhətçisi idi.,بعضی تئلئویزی‌یا سندلی فیلملری‌نین مصلحتچی‌سی ایدی.
common_voice_az_26658900.mp3,Göldə mülayim iqlim şəraiti hökm sürür.,گؤلده مۆلاییم ایقلیم شرایطی حؤکم سۆرور.
common_voice_az_26658901.mp3,Goranboy rayonu Fəxralı kənd tam orta məktəbi şəhid Teymur Sadıqovun adını daşıyır.,گوْرانبوی رایونو فخرالی کند تام اوْرتا مکتبی شهید تئیمور سادیقووون آدینی داشی‌ییر.
common_voice_az_26658902.mp3,Rəhbərlik öz siyasətində və iqtisadiyyatında dəyişikliklər tələb etdi.,رهبرلیک اؤز سیاستینده و اقتصادیاتیندا دییشیکلیکلر طلب ائتدی.
common_voice_az_26658903.mp3,Sadalanan üsullardan savayı ermənilər Vaşinqtonda təsir qrupları da yaratmağa nail olurlar.,سادالانان اۆصوللاردان ساوایی ارمنیلر واشینقتوندا تأثیر قروپلاری دا یاراتماغا نایل اوْلورلار.
common_voice_az_28316581.mp3,Üzv təşkilat və quruluş dövlət isə digər dövlətlərlə hər cür diplomatik münasibətlərdə ola bilirlər.,عۆضو تشکیلات و قۇرولوش دؤولت ایسه دیگر دؤولتلرله هر جۆر دیپلوماتیک مۆناسیبتلرده اوْلا بیلیرلر.
common_voice_az_28316582.mp3,Filmin rejissoru və həmmüəllifi İlham Qasımov.,فیلمین رئژیسسورو و همموللیفی ایلهام قاسیموو.
common_voice_az_28316583.mp3,Eyni zamanda Polşanın cari texniki ədəbiyyatını və xarici ədəbiyyatın böyük seçimini təklif edir.,عینی زاماندا پوْلشانین جاری تکنیکی ادبیاتینی و خاریجی ادبیاتین بؤیوک سئچیمینی تکلیف ائدیر.
common_voice_az_28316584.mp3,Faydalı qazıntıları neft və qum yataqları ilə təmsil olunur.,فایدالی قازینتیلاری نئفت و قۇم یاتاقلاری ایله تمثیل اوْلونور.
common_voice_az_28316585.mp3,Birinci mövsüm Legendariumun ikinci dövründə baş verən hadisələr haqqında bəhs edəcək.,بیرینجی مؤوسوم لئگئنداریومون ایکینجی دؤورونده باش وئرن حادثیه‌لر حاقیندا بحث ائده‌جک.
common_voice_az_28316591.mp3,Yeni Cənubi Uels Universitetində müxtəlif təqaüdlər mövcuddur.,یئنی جنوبی اۇئلس اۇنیوئرسیتئتینده مۆختلیف تقاعودلر مؤوجوددور.
common_voice_az_28316592.mp3,Ədəbiyyat üzrə Prezident təqaüdçüsüdür.,ادبیات اۆزره پرئزیدئنت تقاعودچوسودور.
common_voice_az_28316593.mp3,Rus qoşunlarının İrəvan xanlığını işğal etməsində ermənilər xüsusi fəallıq göstərmişdilər.,رۇس قوْشونلاری‌نین ایروان خانلیغینی ایشغال ائتمه‌سینده ارمنیلر خۆصوصی فعّاللیق گؤسترمیشدیلر.
common_voice_az_28316594.mp3,Meşə florası yalnız dərman bitkiləri yığmaq üçün istifadə olunurdu.,مئشه فلوراسی یالنیز درمان بیتکیلری یؽغماق اۆچون ایستیفاده اوْلونوردو.
common_voice_az_28316595.mp3,Yay qısa və sərin olur.,یای قؽسا و سرین اوْلور.
common_voice_az_28316596.mp3,Üzərində balıq yetişdirən zavod vardır.,اۆزرینده بالیق یئتیشدیرن زاوود واردیر.
common_voice_az_28316597.mp3,Böyük Pyotr da ona Asiyadan da bir qədər adam göndərmişdi.,بؤیوک پیوتر دا اوْنا عاصی‌یادان دا بیر قدر آدام گؤندرمیشدی.
common_voice_az_28316598.mp3,Elə həmin vaxt Həmid Dönməz Azərbaycan Yazıçılar Birliyinin fəxri üzvü seçildi.,ائله همین واخت حمید دؤنمز آذربایجان یازیچیلار بیرلیگینین فخری عۆضوو سئچیلدی.
common_voice_az_28316599.mp3,Braziliyada doğulmuşdur.,برازیلی‌یادا دوْغولموشدور.
common_voice_az_28316600.mp3,Mağara deməkdir.,ماغارا دئمکدیر.
common_voice_az_28316611.mp3,Avstraliyanın ən yaxşı universitetlərindən sayılır və dünyanın iyirmi ən yaxşı universitetləri siyahısına daxildir.,آوسترالی‌یانین ان یاخشی اۇنیوئرسیتئتلریندن ساییلیر و دۆنیانین ایگیرمی ان یاخشی اۇنیوئرسیتئتلری سیاهی‌سینا داخیلدیر.
common_voice_az_28316612.mp3,Mərkəzi Rusiyanın Moskva şəhərində yerləşir.,مرکزی رۇسیانین موْسکوا شهرینده یئرلشیر.
common_voice_az_28316613.mp3,Eyni yerdə qızıl üçün sizə hər şeyi inkişaf edə bilər.,عینی یئرده قؽزیل اۆچون سیزه هر شئیی اینکیشاف ائده بیلر.
common_voice_az_28316614.mp3,Orta məktəbi bu ölkədə bitirib.,اوْرتا مکتبی بو اؤلکه‌ده بیتیریب.
common_voice_az_27646512.mp3,Rəsulzadənin həyat və fəaliyyətinə həsr edilib.,رسولزاده‌نین حیات و فعّالیّتینه حصر ائدیلیب.
common_voice_az_27646513.mp3,Şəhidlər xiyabanında dəfn olunmuşdur.,شهیدلر خیابانیندا دفن اوْلونموشدور.
common_voice_az_27646597.mp3,Həmçinin Çin və Yaponiyada da məhdud şəkildə mövcuddur.,همچی‌نین چین و یاپونی‌یادا دا محدود شکیلده مؤوجوددور.
common_voice_az_27646598.mp3,Yağıntı bir necə ildən bir düşür.,یاغینتی بیر نئجه ایلدن بیر دۆشور.
common_voice_az_27646599.mp3,Adalar Filippin dənizinin şimal sərhədlərini təşkil edir.,آدالار فیلیپپین دنیزی‌نین شیمال سرحدلرینی تشکیل ائدیر.
common_voice_az_27646600.mp3,Çox sayda günahsız insan qətlə yetirilmişdir.,چوخ سایدا گۆناهسیز اینسان قتله یئتیریلمیشدیر.
common_voice_az_27646606.mp3,Ali təhsilini Leninqradda almışdır.,عالی تحصیلینی لئنینقراددا آلمیشدیر.
common_voice_az_27646607.mp3,Bacısı Yusifi çağırır.,باجی‌سی یۇسیفی چاغیریر.
common_voice_az_27646609.mp3,Şimalında elə də böyük olmayan göl vardır.,شیمالیندا ائله ده بؤیوک اوْلمایان گؤل واردیر.
common_voice_az_27646613.mp3,Bir neçə film və serialda rol alıb.,بیر نئچه فیلم و سئریالدا روْل آلیب.
common_voice_az_27646615.mp3,Məscidin cənub hissəsində türbə yerləşir.,مسجیدین جنوب حیصّه‌سینده تۆربه یئرلشیر.
common_voice_az_27646621.mp3,Elxan onu Şama hakim təyin etmişdi.,ائلخان اوْنو شاما حاکیم تعیین ائتمیشدی.
common_voice_az_27646622.mp3,Onların çox gözəl tükü var idi.,اوْنلارین چوخ گؤزل تۆکو وار ایدی.
common_voice_az_27646623.mp3,Radar sistemi axtarış və idarəedici hissədən ibarətdir.,رادار سیستمی آختاریش و ایدارئدیجی حیصّه‌دن عیبارتدیر.
common_voice_az_27646624.mp3,Dörd yaşında piano ifa etməyə başlayır.,دؤرد یاشیندا پیانو ایفا ائتمه‌یه باشلاییر.
common_voice_az_27646625.mp3,İki girişi var.,ایکی گیریشی وار.
common_voice_az_27646632.mp3,Ərazidə yağıntı azdır.,اراضیده یاغینتی آزدیر.
common_voice_az_27646634.mp3,Bir neçə yerdən çıxır.,بیر نئچه یئردن چؽخیر.
common_voice_az_27646635.mp3,Qurultay müvafiq qətnamə qəbul etmişdir.,قۇرولتای مۆوافیق قطعنامه‎ قبول ائتمیشدیر.
common_voice_az_27646636.mp3,Üç övladı vardır.,اۆچ اؤولادی واردیر.
common_voice_az_35249785.mp3,Onun birinci kitabına astronomik və fiziki müşahidələrə dair məlumatlar var idi.,اوْنون بیرینجی کیتابینا آسترونومیک و فیزیکی مۆشاهیده‌لره دایر معلوماتلار وار ایدی.
common_voice_az_35249788.mp3,Rəngi sarıdır.,رنگی ساریدیر.
common_voice_az_35249790.mp3,Kəndin tam orta məktəbi vardır.,کندین تام اوْرتا مکتبی واردیر.
common_voice_az_35249798.mp3,Kəpənəyi iyul və avqustda uçur.,کپه‌نه‌‌یی ایۇل و آوقوستدا اۇچور.
common_voice_az_35249799.mp3,Ətrafı meşə ilə örtülüdür.,اطرافی مئشه ایله اؤرتولودور.
common_voice_az_35249800.mp3,Hollandiya və Danimarkanın gənclərdən ibarət komandalarının yoldaşlıq görüşündə hər iki futbolçu sonradan meydana çıxdılar.,هوْللاندی‌یا و دانیمارکانین گنجلردن عیبارت کوْماندالاری‌نین یوْلداشلیق گؤروشونده هر ایکی فۇتبولچو سوْنرادان مئیدانا چؽخدیلار.
common_voice_az_35249801.mp3,Ömər bu təklifi rədd edir.,عۆمَر بو تکلیفی رد ائدیر.
common_voice_az_35249812.mp3,Bunların çox hissəsi hətta Ginnesin rekordlar kitabına daxil edilmişdir.,بۇنلارین چوخ حیصّه‌سی حتی گیننئسین رئکوردلار کیتابینا داخیل ائدیلمیشدیر.
common_voice_az_35249813.mp3,Mədəniyyət öz təbiətinə görə tarixi mahiyyət kəsb edir.,مدنیت اؤز طبیعتینه گؤره تاریخی ماهیت کسب ائدیر.
common_voice_az_35249814.mp3,Korinf kanalı vasitəsilə İon dənizinin Korinf körfəzi ilə birləşir.,کوْرینف کانالی واسیطه‌سیله ایوْن دنیزی‌نین کوْرینف کؤرفزی ایله بیرلشیر.
common_voice_az_35249816.mp3,Burada ilkin şeirlərini və avtobioqrafik əsərini qələmə almış və onları mətbuatda çap etdirmişdir.,بۇرادا ایلکین شعرلرینی و آوتوبیوقرافیک اثرینی قلمه آلمیش و اوْنلاری مطبوعاتدا چاپ ائتدیرمیشدیر.
common_voice_az_35249818.mp3,Ticarətlə məşğul olmuşdu.,تیجارتله مشغول اوْلموشدو.
common_voice_az_35249819.mp3,Meyvəçilik də geniş yayılmışdır.,مئیوه‌چیلیک ده گئنیش یاییلمیشدیر.
common_voice_az_35249820.mp3,Aralarında böyük bir dostluq başladı.,آرالاریندا بؤیوک بیر دوْستلوق باشلادی.
common_voice_az_35249821.mp3,Rayonda quraq iqlim hakimdir.,رایوندا قۇراق ایقلیم حاکیمدیر.
common_voice_az_35249837.mp3,"Qrupun adı azərbaycanca ""Dənizin uşaqları"" mənasına gəlir.","قروپون آدی آذربایجانجا ""دنیزین اۇشاقلاری"" معناسینا گلیر."
common_voice_az_35249838.mp3,Kənddə Borsunlu kənd məscidi dini icması fəaliyyət göstərir.,کندده بوْرسونلو کند مسجیدی دینی ایجماعسی فعّالیّت گؤستریر.
common_voice_az_35249839.mp3,Bölgəni sonradan Krım xanlığı idarə edir.,بؤلگه‌نی سوْنرادان کریم خانلیغی ایداره ائدیر.
common_voice_az_35249840.mp3,Partiya lideri vəzifəsi ilə Vilson da müxalifət lideri oldu.,پارتی‌یا لیدئری وظیفه‌سی ایله ویلسون دا مۆخالیفت لیدئری اوْلدو.
common_voice_az_35249853.mp3,İnsan cəmiyyətinin fəaliyyəti min illər ərzində təbii surətdə iqlimin dəyişməsinə gətirib çıxarmışdır.,اینسان جمعیتی‌نین فعّالیّتی مین ایللر عرضینده طبیعی صۇرتده ایقلیمین دییشمه‌سینه گتیریب چؽخارمیشدیر.
common_voice_az_35249855.mp3,Personaj Fransa Müqavimət Hərəkatında iştirak edən dan ilhamlanaraq yaradılmışdır.,پئرسوناژ فرانسا مۆقاویمت حرکاتیندا ایشتیراک ائدن دان ایلهاملاناراق یارادیلمیشدیر.
common_voice_az_35249857.mp3,Yer üzündə pislik çıxarmaq istədiyi zaman bu ruhları göndərir.,یئر اۆزونده پیسلیک چؽخارماق ایسته‌دیگی زامان بو روحلاری گؤندریر.
common_voice_az_35249868.mp3,Bu bölgü forması keçid dövrü iqtisadiyyatının formalaşmasında əsas rol oynayır.,بو بؤلگو فوْرماسی کئچید دؤورو اقتصادیاتی‌نین فوْرمالاشماسیندا اساس روْل اوْیناییر.
common_voice_az_35249869.mp3,Qəsəbədə Bum qəsəbə məscidi dini icması fəaliyyət göstərir.,قصبه‌ده بۇم قصبه مسجیدی دینی ایجماعسی فعّالیّت گؤستریر.
common_voice_az_35249870.mp3,Bu müddət ərzində də həmin planı tədricən yerinə yetirmişdir.,بو مۆدّت عرضینده ده همین پلانی تدریجن یئرینه یئتیرمیشدیر.
common_voice_az_35249871.mp3,Şahın ölümündən sonra Misir prezidenti şah ailəsinə yaşamaları üçün saray ayırdı.,شاهین اؤلوموندن سوْنرا میصیر پرئزیدئنتی شاه عائله‌سینه یاشامالاری اۆچون سارای آییردی.
common_voice_az_35249907.mp3,Göygöl Dövlət qoruğunun iynəyarpaqlı meşələrində rast gəlinir.,گؤیگؤل دؤولت قوْروغونون اینیارپاقلی مئشه‌لرینده راست گلینیر.
common_voice_az_35249908.mp3,Hazırda bu at növü kənd təsərrüfatı işlərində istifadə edilir.,حاضیردا بو آت نؤعو کند تصرّوفاتی ایشلرینده ایستیفاده ائدیلیر.
common_voice_az_35249910.mp3,Fotoqraf ölümünə qədər Vogue moda jurnalına şəkillər çəkmişdir.,فوْتوقراف اؤلومونه قدر ووْگوئ موْدا ژۇرنالینا شکیللر چکمیشدیر.
common_voice_az_35249912.mp3,Aşıq Ziyad ailəli idi.,آشیق زیاد عائله‌لی ایدی.
common_voice_az_35249926.mp3,İlk əvvəllər hökumətə üç nazir rəhbərlik edirdi.,ایلک اوّللر حؤکومته اۆچ ناظیر رهبرلیک ائدیردی.
common_voice_az_35249928.mp3,Görünür şahın qoşun başçıları ilə şəhər nümayəndələri əlbir fəaliyyət göstərdilər.,گؤرونور شاهین قوْشون باشچیلاری ایله شهر نۆماینده‌لری البیر فعّالیّت گؤستردیلر.
common_voice_az_35250020.mp3,Çox soyuq illərdə çiçək tumurcuqları donur.,چوخ سوْیوق ایللرده چیچک تۇمورجوقلاری دوْنور.
common_voice_az_35250021.mp3,Bu ərazi əsas yolların üzərində yerləşirdi.,بو اراضی اساس یوْللارین اۆزرینده یئرلشیردی.
common_voice_az_35250022.mp3,Onlar zülalların sintez mərkəzidir.,اوْنلار زۆلاللارین سینتئز مرکزیدیر.
common_voice_az_35250023.mp3,Bu ay iyun ayında başlayıb iyul ayında sona çatır.,بو آی ایۇن آییندا باشلاییب ایۇل آییندا سوْنا چاتیر.
common_voice_az_35250047.mp3,Bu xalçaların əksəriyyəti toxunduğu kəndin adını daşıyır.,بو خالچالارین اکثریّتی توْخوندوغو کندین آدینی داشی‌ییر.
common_voice_az_35250048.mp3,Xarici ölkələrdə bir neçə məqaləsi nəşr olunmuşdur.,خاریجی اؤلکه‌لرده بیر نئچه مقاله‌سی نشر اوْلونموشدور.
common_voice_az_35250049.mp3,Qəbirlərin əksəriyyətinin yerüstü əlamətləri itmiş və baş daşları torpağın altında qalmışdır.,قبیرلرین اکثریّتی‌نین یئروستو علامتلری ایتمیش و باش داشلاری توْرپاغین آلتیندا قالمیشدیر.
common_voice_az_35250050.mp3,Ancaq bu illərdə ona hər hansı bir ödəniş olduğu məlum deyil.,آنجاق بو ایللرده اوْنا هر هانسی بیر اؤدنیش اوْلدوغو معلوم دئییل.
common_voice_az_35250051.mp3,İqlimi kontinental mülayimdir.,ایقلیمی کوْنتینئنتال مۆلاییمدیر.
common_voice_az_35250060.mp3,Bu növ sürətlə çökən çaylar və bitki örtüyünə malik suları üstün tutur.,بو نؤع سۆرعتله چؤکن چایلار و بیتکی اؤرتوگونه مالیک سۇلاری اۆستون تۇتور.
common_voice_az_35250061.mp3,Həyat yoldaşı və övladı evdən çıxıb gedirlər.,حیات یوْلداشی و اؤولادی ائودن چؽخیب گئدیرلر.
common_voice_az_35250062.mp3,Almaniyada dosent vəzifəsi Azərbaycandakı ilə oxşardır.,آلمانی‌یادا دوْسئنت وظیفه‌سی آذربایجانداکی ایله اوْخشاردیر.
common_voice_az_35250094.mp3,Bu ehtiyac nə vaxt başlayır?,بو احتیاج نه واخت باشلاییر؟
common_voice_az_35250095.mp3,Doğu Türküstan ilə sərhəd olan Qırğızıstan kiçik bir ölkə olduğu üçün Çinin təhdidi altındadır.,دوْغو تۆرکوستان ایله سرحد اوْلان قؽرغیزیستان کیچیک بیر اؤلکه اوْلدوغو اۆچون چینین تهدیدی آلتیندادیر.
common_voice_az_35250097.mp3,Səpələnmiş taxıl və pullar rifah və bolluq əlamətidir.,سپه‌لنمیش تاخیل و پۇللار ریفاه و بوْللوق علامتیدیر.
common_voice_az_35250114.mp3,Bundan sonra Üzeyir Hacıbəyovun Leyli və Məcnun operası səhnəyə qoyulmuşdur.,بۇندان سوْنرا اۆزئییر هاجیبیووون لئیلی و مجنون اوْپراسی صحنه‌یه قوْیولموشدور.
common_voice_az_35250115.mp3,Bəzən üçbucaq formasında olur.,بعضاً اۆچبوجاق فوْرماسیندا اوْلور.
common_voice_az_35250116.mp3,Ovuc içi mənası da mövcuddur.,اوْووج ایچی معناسی دا مؤوجوددور.
common_voice_az_36729339.mp3,Məqbərənin yaxınlığında ölməz şairin yaratdığı əsərləri tərənnüm edən tuncdan abidə yerləşir.,مقبره‌نین یاخینلیغیندا اؤلمز شاعیرین یاراتدیغی اثرلری ترنّوم ائدن تۇنجدان عابیده یئرلشیر.
common_voice_az_36729341.mp3,Bir çox uşaq televiziya proqramlarında aparıcı kimi çıxış edib.,بیر چوخ اۇشاق تئلئویزی‌یا پروقراملاریندا آپاریجی کیمی چؽخیش ائدیب.
common_voice_az_36729342.mp3,Xəzri zamanı Bakı və Sumqayıt şəhərlərinin havası zərərli qaz və tüstüdən təmizlənir.,خزری زامانی باکی و سۇمقاییت شهرلری‌نین هاواسی ضررلی قاز و تۆستودن تمیزلنیر.
